Descripció,Preu unitari,Preu/kg,URL,Imatge
Chapatta cristal cerveza 230 g,"1,88 €","8,17 €/kg",https://www.carrefour.es/supermercado/chapatta-cristal-cerveza-230-g/R-VC4AECOMM-493494/p,https://static.carrefour.es/hd_350x_/img_pim_food/493494_00_1.jpg
Brocoli Carrefour El Mercado 230 g,"1,42 €","6,17 €/kg",https://www.carrefour.es/supermercado/brocoli-carrefour-el-mercado-230-g/R-prod271052/p,https://static.carrefour.es/hd_350x_/img_pim_food/302240_00_1.jpg
Crema de queso semicurado Président 125 g.,"2,05 €","16,40 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-semicurado-president-125-g/R-521030681/p,https://static.carrefour.es/hd_350x_/img_pim_food/568842_00_1.jpg
Pan de Leche 280 g,"2,59 €","9,25 €/kg",https://www.carrefour.es/supermercado/pan-de-leche-280-g/R-VC4AECOMM-144074/p,https://static.carrefour.es/hd_350x_/img_pim_food/144074_00_1.jpg
Queso semicurado ya cortado García Baquero cuña 225 g,"4,65 €","20,67 €/kg",https://www.carrefour.es/supermercado/queso-semicurado-ya-cortado-garcia-baquero-cuna-225-g/R-VC4AECOMM-681551/p,https://static.carrefour.es/hd_350x_/img_pim_food/681551_00_1.jpg
Lomo de cerdo adobado Carrefour el Mercado sin gluten y sin lactosa 1 kg aprox,"6,65 €","6,65 €/kg",https://www.carrefour.es/supermercado/lomo-de-cerdo-adobado-carrefour-el-mercado-sin-gluten-y-sin-lactosa-1-kg-aprox/R-VC4AECOMM-093952/p,https://static.carrefour.es/hd_350x_/img_pim_food/093952_00_1.jpg
Cebolla dulce pelada Carrefour 500 g,"2,79 €","5,58 €/kg",https://www.carrefour.es/supermercado/cebolla-dulce-pelada-carrefour-500-g/R-521031809/p,https://static.carrefour.es/hd_350x_/img_pim_food/795921_00_1.jpg
Queso semicurado en lonchas Navidul 70 g.,"1,52 €","21,71 €/kg",https://www.carrefour.es/supermercado/queso-semicurado-en-lonchas-navidul-70-g/R-791562789/p,https://static.carrefour.es/hd_350x_/img_pim_food/887166_00_1.jpg
Pechuga de pollo en lonchas extrafinas Carrefour El Mercado sin gluten 100 g,"2,69 €","26,90 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g/R-VC4AECOMM-164442/p,https://static.carrefour.es/hd_350x_/img_pim_food/164442_00_1.jpg
Filetes de pollo empanado Carrefour El Mercado 500 g aprox,"3,89 €","7,79 €/kg",https://www.carrefour.es/supermercado/filetes-de-pollo-empanado-carrefour-el-mercado-500-g-aprox/R-VC4AECOMM-249481/p,https://static.carrefour.es/hd_350x_/img_pim_food/249481_00_1.jpg
Queso de Vaca Tierno Provolone dulce Carrefour Extra pieza de 150 g,"2,19 €","14,60 €/kg",https://www.carrefour.es/supermercado/queso-de-vaca-tierno-provolone-dulce-carrefour-extra-pieza-de-150-g/R-VC4AECOMM-688448/p,https://static.carrefour.es/hd_350x_/img_pim_food/688448_00_1.jpg
Pechuga de pollo fileteada Carrefour 500 g aprox,"3,79 €","7,59 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-fileteada-carrefour-500-g-aprox/R-794609475/p,https://static.carrefour.es/hd_350x_/img_pim_food/196024_00_1.jpg
Salmón ahumado noruego Extra Carrefour 200 g,"7,25 €","36,25 €/kg",https://www.carrefour.es/supermercado/salmon-ahumado-noruego-extra-carrefour-200-g/R-684504179/p,https://static.carrefour.es/hd_350x_/img_pim_food/069049_00_1.jpg
Naranja selecta bandeja 1 kg,"2,65 €","2,65 €/kg",https://www.carrefour.es/supermercado/naranja-selecta-bandeja-1-kg/R-prod74314/p,https://static.carrefour.es/hd_350x_/img_pim_food/140863_00_1.jpg
Repollo rizado 1 Kg,"2,55 €","2,55 €/kg",https://www.carrefour.es/supermercado/repollo-rizado-1-kg/R-529916713/p,https://static.carrefour.es/hd_350x_/img_pim_food/050205_00_1.jpg
Pan payés 5 cereales con semillas de calabaza rebanado 490 g,"1,88 €","3,84 €/kg",https://www.carrefour.es/supermercado/pan-payes-5-cereales-con-semillas-de-calabaza-rebanado-490-g/R-594401931/p,https://static.carrefour.es/hd_350x_/img_pim_food/349084_00_1.jpg
Preparado de carne picada mixta de vacuno y cerdo Carrefour El Mercado 2x450 g,"6,69 €","7,43 €/kg",https://www.carrefour.es/supermercado/preparado-de-carne-picada-mixta-de-vacuno-y-cerdo-carrefour-el-mercado-2x450-g/R-VC4AECOMM-479494/p,https://static.carrefour.es/hd_350x_/img_pim_food/479494_00_1.jpg
Pechuga de pavo braseado en finas lonchas Carrefour El Mercado sin gluten 200 g,"1,99 €","9,95 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-braseado-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g/R-VC4AECOMM-050761/p,https://static.carrefour.es/hd_350x_/img_pim_food/050761_00_1.jpg
Pechuga de pollo sin grasa si azucares El Pozo Bienstar sin gluten y sin lactosa 340 g,"3,99 €","11,74 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-sin-grasa-si-azucares-el-pozo-bienstar-sin-gluten-y-sin-lactosa-340-g/R-VC4AECOMM-711132/p,https://static.carrefour.es/hd_350x_/img_pim_food/711132_00_1.jpg
Pan de perrito 6 ud 330 g,"1,88 €","5,70 €/kg",https://www.carrefour.es/supermercado/pan-de-perrito-6-ud-330-g/R-606509119/p,https://static.carrefour.es/hd_350x_/img_pim_food/192259_00_1.jpg
Morcilla de Burgos,"2,06 €","5,15 €/kg",https://www.carrefour.es/supermercado/morcilla-de-burgos/R-VC4AECOMM-231259/p,https://static.carrefour.es/hd_350x_/img_pim_food/231259_00_1.jpg
Picada de ajo y perejil Fruits S&P 100 g,"1,39 €","13,90 €/kg",https://www.carrefour.es/supermercado/picada-de-ajo-y-perejil-fruits-sp-100-g/R-616101660/p,https://static.carrefour.es/hd_350x_/img_pim_food/220792_00_1.jpg
Fuet Imperial clásico El Pozo 250 g,"2,95 €","11,80 €/kg",https://www.carrefour.es/supermercado/fuet-imperial-clasico-el-pozo-250-g/R-VC4AECOMM-156263/p,https://static.carrefour.es/hd_350x_/img_pim_food/156263_00_1.jpg
Mortadela de pavo en finas lonchas Carrefour El Mercado sin gluten 200 g,"1,65 €","8,25 €/kg",https://www.carrefour.es/supermercado/mortadela-de-pavo-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g/R-VC4AECOMM-633792/p,https://static.carrefour.es/hd_350x_/img_pim_food/633792_00_1.jpg
Barra de pan rústica multicereales rebanada 400 g,"2,13 €","5,32 €/kg",https://www.carrefour.es/supermercado/barra-de-pan-rustica-multicereales-rebanada-400-g/R-543201980/p,https://static.carrefour.es/hd_350x_/img_pim_food/796468_00_1.jpg
Pomelo Carrefour 1 kg aprox,"1,99 €","1,99 €/kg",https://www.carrefour.es/supermercado/pomelo-carrefour-1-kg-aprox/R-VC4AECOMM-622671/p,https://static.carrefour.es/hd_350x_/img_pim_food/622671_00_1.jpg
Chorizo Ibérico Extra en lonchas Carrefour sin gluten 80 g,"1,89 €","23,62 €/kg",https://www.carrefour.es/supermercado/chorizo-iberico-extra-en-lonchas-carrefour-sin-gluten-80-g/R-VC4AECOMM-709882/p,https://static.carrefour.es/hd_350x_/img_pim_food/709882_00_1.jpg
Burgermeat de Vacuno Master Lomo Carrefour El Mercado 2x180 g,"4,99 €","13,86 €/kg",https://www.carrefour.es/supermercado/burgermeat-de-vacuno-master-lomo-carrefour-el-mercado-2x180-g/R-VC4AECOMM-053261/p,https://static.carrefour.es/hd_350x_/img_pim_food/053261_00_1.jpg
La Auténtica La Gula del Norte pack de 2 unidades de 100 g,"5,99 €","29,95 €/kg",https://www.carrefour.es/supermercado/la-autentica-la-gula-del-norte-pack-de-2-unidades-de-100-g/R-521032010/p,https://static.carrefour.es/hd_350x_/img_pim_food/146662_00_1.jpg
Chorizo Extra Picante en lonchas Revilla sin gluten 65 g,"1,09 €","15,57 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-picante-en-lonchas-revilla-sin-gluten-65-g/R-VC4AECOMM-695934/p,https://static.carrefour.es/hd_350x_/img_pim_food/695934_00_1.jpg
Filetes de merluza Argentina Carrefour Extra 1 kg,"10,09 €","10,09 €/kg",https://www.carrefour.es/supermercado/filetes-de-merluza-argentina-carrefour-extra-1-kg/R-VC4AECOMM-516881/p,https://static.carrefour.es/hd_350x_/img_pim_food/516881_00_1.jpg
Salchichón extra Nobleza El Pozo sin gluten 70 g.,"0,99 €","15,23 €/kg",https://www.carrefour.es/supermercado/salchichon-extra-nobleza-el-pozo-sin-gluten-70-g/R-VC4AECOMM-710789/p,https://static.carrefour.es/hd_350x_/img_pim_food/710789_00_1.jpg
Jamón cocido extra ecológico en lonchas Carrefour Bio sin lactosa 100 g,"3,05 €","30,50 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-ecologico-en-lonchas-carrefour-bio-sin-lactosa-100-g/R-VC4AECOMM-625762/p,https://static.carrefour.es/hd_350x_/img_pim_food/625762_00_1.jpg
Chuletas de lomo de cerdo Carrefour 550 g aprox,"3,51 €","6,39 €/kg",https://www.carrefour.es/supermercado/chuletas-de-lomo-de-cerdo-carrefour-550-g-aprox/R-521032491/p,https://static.carrefour.es/hd_350x_/img_pim_food/047330_00_1.jpg
Preparado de marisco para paella congelado Carrefour 400 g,"2,39 €","5,97 €/kg",https://www.carrefour.es/supermercado/preparado-de-marisco-para-paella-congelado-carrefour-400-g/R-prod1130608/p,https://static.carrefour.es/hd_350x_/img_pim_food/189112_00_1.jpg
Chorizo extra en lonchas Carrefour El Mercado sin gluten y sin lactosa 2x120 g,"2,19 €","9,12 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-2x120-g/R-prod1130574/p,https://static.carrefour.es/hd_350x_/img_pim_food/187282_00_1.jpg
Queso de vaca semicurado 200 g.,"2,25 €","11,25 €/kg",https://www.carrefour.es/supermercado/queso-de-vaca-semicurado-200-g/R-prod420090/p,https://static.carrefour.es/hd_350x_/img_pim_food/822369_00_1.jpg
Lasaña de espinacas y crema de queso fundido de cabra Carrefour el Mercado 350 g,"2,85 €","8,14 €/kg",https://www.carrefour.es/supermercado/lasana-de-espinacas-y-crema-de-queso-fundido-de-cabra-carrefour-el-mercado-350-g/R-793846722/p,https://static.carrefour.es/hd_350x_/img_pim_food/892199_00_1.jpg
Filete de jamón de cerdo Carrefour 600 g aprox,"4,47 €","7,45 €/kg",https://www.carrefour.es/supermercado/filete-de-jamon-de-cerdo-carrefour-600-g-aprox/R-521032497/p,https://static.carrefour.es/hd_350x_/img_pim_food/047345_00_1.jpg
Pan de hamburguesa rústica XXL 4 ud,"1,41 €","3,52 €/kg",https://www.carrefour.es/supermercado/pan-de-hamburguesa-rustica-xxl-4-ud/R-prod190377/p,https://static.carrefour.es/hd_350x_/img_pim_food/067400_00_1.jpg
Alas de pollo Carrefour 1 kg aprox,,"3,59 €/kg",https://www.carrefour.es/supermercado/alas-de-pollo-carrefour-1-kg-aprox/R-830700190/p,https://static.carrefour.es/hd_350x_/img_pim_food/962342_00_1.jpg
Queso rallado filatto especial pasta El Caserío 80 g.,"1,71 €","21,37 €/kg",https://www.carrefour.es/supermercado/queso-rallado-filatto-especial-pasta-el-caserio-80-g/R-VC4AECOMM-167044/p,https://static.carrefour.es/hd_350x_/img_pim_food/167044_00_1.jpg
Albóndigas de cerdo Carrefour el Mercado sin gluten y sin lactosa 800 g,"4,25 €","5,31 €/kg",https://www.carrefour.es/supermercado/albondigas-de-cerdo-carrefour-el-mercado-sin-gluten-y-sin-lactosa-800-g/R-VC4AECOMM-315820/p,https://static.carrefour.es/hd_350x_/img_pim_food/315820_00_1.jpg
Hamburguesa de pavo y pollo Carrefour 540 g,"3,89 €","7,20 €/kg",https://www.carrefour.es/supermercado/hamburguesa-de-pavo-y-pollo-carrefour-540-g/R-fprod1430144/p,https://static.carrefour.es/hd_350x_/img_pim_food/374189_00_1.jpg
Tomate pera rama Carrefour 500 g,"2,35 €","4,70 €/kg",https://www.carrefour.es/supermercado/tomate-pera-rama-carrefour-500-g/R-prod1090039/p,https://static.carrefour.es/hd_350x_/img_pim_food/143151_00_1.jpg
Queso tierno en porciones Mini Babybel 120 g,"2,99 €","24,92 €/kg",https://www.carrefour.es/supermercado/queso-tierno-en-porciones-mini-babybel-120-g/R-521030744/p,https://static.carrefour.es/hd_350x_/img_pim_food/221478_00_1.jpg
Pan con Pasas y Nueces 1 ud.,"2,73 €","5,87 €/kg",https://www.carrefour.es/supermercado/pan-con-pasas-y-nueces-1-ud/R-VC4AECOMM-614486/p,https://static.carrefour.es/hd_350x_/img_pim_food/614486_00_1.jpg
Brotes de espinaca y rúcula Carrefour El Mercado 150 g,"1,69 €","11,27 €/kg",https://www.carrefour.es/supermercado/brotes-de-espinaca-y-rucula-carrefour-el-mercado-150-g/R-530102451/p,https://static.carrefour.es/hd_350x_/img_pim_food/795442_00_1.jpg
Guacamole Carrefour Bio tarrina 200 g,"1,99 €","9,95 €/kg",https://www.carrefour.es/supermercado/guacamole-carrefour-bio-tarrina-200-g/R-prod240332/p,https://static.carrefour.es/hd_350x_/img_pim_food/285042_00_1.jpg
Tomate rosa tip top 750 g,"2,99 €","3,99 €/kg",https://www.carrefour.es/supermercado/tomate-rosa-tip-top-750-g/R-VC4AECOMM-476503/p,https://static.carrefour.es/hd_350x_/img_pim_food/476503_00_1.jpg
Remolacha entera cocida ecológica Carrefour Bio 500 g,"1,29 €","2,58 €/kg",https://www.carrefour.es/supermercado/remolacha-entera-cocida-ecologica-carrefour-bio-500-g/R-VC4AECOMM-354192/p,https://static.carrefour.es/hd_350x_/img_pim_food/354192_00_1.jpg
Chorizo nobleza en lonchas ElPozo sin gluten 65 g,"0,99 €","15,23 €/kg",https://www.carrefour.es/supermercado/chorizo-nobleza-en-lonchas-elpozo-sin-gluten-65-g/R-VC4AECOMM-710817/p,https://static.carrefour.es/hd_350x_/img_pim_food/710817_00_1.jpg
Pan molde alto contenido en proteinas 450 g,"2,83 €","6,29 €/kg",https://www.carrefour.es/supermercado/pan-molde-alto-contenido-en-proteinas-450-g/R-VC4AECOMM-504100/p,https://static.carrefour.es/hd_350x_/img_pim_food/504100_00_1.jpg
Sándwich tortilla mixto Carrefour 140 g.,"2,15 €","15,36 €/kg",https://www.carrefour.es/supermercado/sandwich-tortilla-mixto-carrefour-140-g/R-VC4AECOMM-676232/p,https://static.carrefour.es/hd_350x_/img_pim_food/676232_00_1.jpg
Queso brie punta President 200 g,"3,85 €","19,25 €/kg",https://www.carrefour.es/supermercado/queso-brie-punta-president-200-g/R-VC4AECOMM-685913/p,https://static.carrefour.es/hd_350x_/img_pim_food/685913_00_1.jpg
Pechuga de pollo cocida en finas lonchas Carrefour El Mercado sin gluten 200 g,"2,19 €","10,95 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-cocida-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g/R-VC4AECOMM-050764/p,https://static.carrefour.es/hd_350x_/img_pim_food/050764_00_1.jpg
Pollo entero en trozos Carrefour 2 kg aprox,"7,90 €","3,95 €/kg",https://www.carrefour.es/supermercado/pollo-entero-en-trozos-carrefour-2-kg-aprox/R-VC4AECOMM-128501/p,https://static.carrefour.es/hd_350x_/img_pim_food/128501_00_1.jpg
Jamón cocido extra Receta Artesana El Pozo sin gluten y sin lactosa 170 g,"3,95 €","23,24 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-receta-artesana-el-pozo-sin-gluten-y-sin-lactosa-170-g/R-764802164/p,https://static.carrefour.es/hd_350x_/img_pim_food/412103_00_1.jpg
Jamón Cocido Extra Braseado en finas lonchas Carrefour El Mercado sin gluten 200 g,"2,25 €","11,25 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-braseado-en-finas-lonchas-carrefour-el-mercado-sin-gluten-200-g/R-VC4AECOMM-050734/p,https://static.carrefour.es/hd_350x_/img_pim_food/050734_00_1.jpg
Tomate pera ecológico Carrefour Bio 500 g,"2,99 €","5,98 €/kg",https://www.carrefour.es/supermercado/tomate-pera-ecologico-carrefour-bio-500-g/R-602104264/p,https://static.carrefour.es/hd_350x_/img_pim_food/271982_00_1.jpg
Chapatta cristal kornspitz 2 unidades de 93 g,"1,88 €","8,17 €/kg",https://www.carrefour.es/supermercado/chapatta-cristal-kornspitz-2-unidades-de-93-g/R-VC4AECOMM-493485/p,https://static.carrefour.es/hd_350x_/img_pim_food/493485_00_1.jpg
Chorizo extra en lonchas Carrefour El Mercado 4x60 g,"2,15 €","8,96 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-en-lonchas-carrefour-el-mercado-4x60-g/R-VC4AECOMM-655156/p,https://static.carrefour.es/hd_350x_/img_pim_food/655156_00_1.jpg
Pechuga de pollo corte extrafino Roler 320 g,"4,99 €","4,99 €/ud",https://www.carrefour.es/supermercado/pechuga-de-pollo-corte-extrafino-roler-320-g/R-711907656/p,https://static.carrefour.es/hd_350x_/img_pim_food/324133_00_1.jpg
Flauta de Chocolate 6 ud.,"3,09 €","0,51 €/ud",https://www.carrefour.es/supermercado/flauta-de-chocolate-6-ud/R-VC4AECOMM-024900/p,https://static.carrefour.es/hd_350x_/img_pim_food/024900_00_1.jpg
Queso fundido en porciones La Vaca Que Ríe sin gluten 250 g.,"2,79 €","11,16 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-porciones-la-vaca-que-rie-sin-gluten-250-g/R-521030596/p,https://static.carrefour.es/hd_350x_/img_pim_food/002772_00_1.jpg
Queso fresco de cabra El Abuelo 300 g.,"3,49 €","11,63 €/kg",https://www.carrefour.es/supermercado/queso-fresco-de-cabra-el-abuelo-300-g/R-590203311/p,https://static.carrefour.es/hd_350x_/img_pim_food/075438_00_1.jpg
Pan burger TGB 292 g 4 ud,"3,73 €","12,77 €/kg",https://www.carrefour.es/supermercado/pan-burger-tgb-292-g-4-ud/R-VC4AECOMM-612689/p,https://static.carrefour.es/hd_350x_/img_pim_food/612689_00_1.jpg
Mini berlinas bombón Carrefour 5 ud,"1,60 €","0,32 €/ud",https://www.carrefour.es/supermercado/mini-berlinas-bombon-carrefour-5-ud/R-prod160156/p,https://static.carrefour.es/hd_350x_/img_pim_food/943342_00_1.jpg
Almejas del pacifico cruda congelado Carrefour 600 g,"2,19 €","3,65 €/kg",https://www.carrefour.es/supermercado/almejas-del-pacifico-cruda-congelado-carrefour-600-g/R-VC4AECOMM-555461/p,https://static.carrefour.es/hd_350x_/img_pim_food/555461_00_1.jpg
Fiambre de Cerdo Cocido en lonchas sándwich Carrefour El Mercado sin gluten 450 g,"2,89 €","6,42 €/kg",https://www.carrefour.es/supermercado/fiambre-de-cerdo-cocido-en-lonchas-sandwich-carrefour-el-mercado-sin-gluten-450-g/R-VC4AECOMM-710682/p,https://static.carrefour.es/hd_350x_/img_pim_food/710682_00_1.jpg
Tomate cherry cocktail romántico Carrefour 300 g,"4,15 €","13,83 €/kg",https://www.carrefour.es/supermercado/tomate-cherry-cocktail-romantico-carrefour-300-g/R-VC4AECOMM-369248/p,https://static.carrefour.es/hd_350x_/img_pim_food/369248_00_1.jpg
Queso azul semicurado Carrefour Extra cuña de 180 g,"2,45 €","13,61 €/kg",https://www.carrefour.es/supermercado/queso-azul-semicurado-carrefour-extra-cuna-de-180-g/R-VC4AECOMM-689738/p,https://static.carrefour.es/hd_350x_/img_pim_food/689738_00_1.jpg
Queso para untar sin lactosa Carrefour No Lactosa 200 g.,"1,90 €","9,50 €/kg",https://www.carrefour.es/supermercado/queso-para-untar-sin-lactosa-carrefour-no-lactosa-200-g/R-prod231484/p,https://static.carrefour.es/hd_350x_/img_pim_food/284794_00_1.jpg
Sándwich de atún con huevo y lechuga Carrefour 200 g.,"3,25 €","16,25 €/kg",https://www.carrefour.es/supermercado/sandwich-de-atun-con-huevo-y-lechuga-carrefour-200-g/R-VC4AECOMM-676236/p,https://static.carrefour.es/hd_350x_/img_pim_food/676236_00_1.jpg
Filetes de cinta de lomo de cerdo Carrefour 800 g aprox,"5,32 €","6,65 €/kg",https://www.carrefour.es/supermercado/filetes-de-cinta-de-lomo-de-cerdo-carrefour-800-g-aprox/R-521032487/p,https://static.carrefour.es/hd_350x_/img_pim_food/620851_00_1.jpg
Cebolla ecológica Carrefour Bio 1 kg,"2,99 €","2,99 €/kg",https://www.carrefour.es/supermercado/cebolla-ecologica-carrefour-bio-1-kg/R-609202422/p,https://static.carrefour.es/hd_350x_/img_pim_food/108604_00_1.jpg
Queso de oveja viejo Classic´ Carrefour cuña 250 g.,"4,29 €","17,16 €/kg",https://www.carrefour.es/supermercado/queso-de-oveja-viejo-classic-carrefour-cuna-250-g/R-VC4AECOMM-104842/p,https://static.carrefour.es/hd_350x_/img_pim_food/104842_00_1.jpg
Salmón noruego ahumado reducido en sal Carrefour Extra 100 g.,"4,45 €","44,50 €/kg",https://www.carrefour.es/supermercado/salmon-noruego-ahumado-reducido-en-sal-carrefour-extra-100-g/R-prod971845/p,https://static.carrefour.es/hd_350x_/img_pim_food/069912_00_1.jpg
Jamón de Cebo Ibérico 50% Raza Ibérica en lonchas IberSierra sin gluten y sin lactosa 100 g,"6,79 €","67,90 €/kg",https://www.carrefour.es/supermercado/jamon-de-cebo-iberico-50-raza-iberica-en-lonchas-ibersierra-sin-gluten-y-sin-lactosa-100-g/R-VC4AECOMM-695012/p,https://static.carrefour.es/hd_350x_/img_pim_food/695012_00_1.jpg
Patas de pulpo cocido Carrefour El Mercado 270 g,"11,95 €","44,26 €/kg",https://www.carrefour.es/supermercado/patas-de-pulpo-cocido-carrefour-el-mercado-270-g/R-VC4AECOMM-335273/p,https://static.carrefour.es/hd_350x_/img_pim_food/335273_00_1.jpg
Medallones de merluza Carrefour Extra 480 g,"4,09 €","8,52 €/kg",https://www.carrefour.es/supermercado/medallones-de-merluza-carrefour-extra-480-g/R-VC4AECOMM-516880/p,https://static.carrefour.es/hd_350x_/img_pim_food/516880_00_1.jpg
Codillo de jamón curado precortado El Pozo sin gluten 850 g,"2,45 €","2,88 €/kg",https://www.carrefour.es/supermercado/codillo-de-jamon-curado-precortado-el-pozo-sin-gluten-850-g/R-665801826/p,https://static.carrefour.es/hd_350x_/img_pim_food/321663_00_1.jpg
Lomo de Atún 400 g aprox,"7,96 €","19,90 €/kg",https://www.carrefour.es/supermercado/lomo-de-atun-400-g-aprox/R-659101740/p,https://static.carrefour.es/hd_350x_/img_pim_food/232145_00_1.jpg
Queso fresco villalón Carrefour 220 g aprox,3 €,"13,65 €/kg",https://www.carrefour.es/supermercado/queso-fresco-villalon-carrefour-220-g-aprox/R-603504390/p,https://static.carrefour.es/hd_350x_/img_pim_food/526794_00_1.jpg
Queso cabra lonchas García Baquero 125 g.,"3,19 €","25,52 €/kg",https://www.carrefour.es/supermercado/queso-cabra-lonchas-garcia-baquero-125-g/R-585301575/p,https://static.carrefour.es/hd_350x_/img_pim_food/414674_00_1.jpg
Contramuslo de pollo Carrefour 1 kg aprox,,"3,59 €/kg",https://www.carrefour.es/supermercado/contramuslo-de-pollo-carrefour-1-kg-aprox/R-prod68072/p,https://static.carrefour.es/hd_350x_/img_pim_food/961476_00_1.jpg
Pan rebanado hogaza 500 g,"1,88 €","3,76 €/kg",https://www.carrefour.es/supermercado/pan-rebanado-hogaza-500-g/R-VC4AECOMM-503317/p,https://static.carrefour.es/hd_350x_/img_pim_food/503317_00_1.jpg
Lomo de cerdo al ajillo fileteado Carrefour 750 g aprox,"5,77 €","7,69 €/kg",https://www.carrefour.es/supermercado/lomo-de-cerdo-al-ajillo-fileteado-carrefour-750-g-aprox/R-575701513/p,https://static.carrefour.es/hd_350x_/img_pim_food/239838_00_1.jpg
Bacón en cintas Casa Tarradellas sin gluten 150 g,"2,05 €","13,67 €/kg",https://www.carrefour.es/supermercado/bacon-en-cintas-casa-tarradellas-sin-gluten-150-g/R-VC4AECOMM-698149/p,https://static.carrefour.es/hd_350x_/img_pim_food/698149_00_1.jpg
Trozo de vacuno para cocido Carrefour El Mercado 250 g aprox,"7,19 €","14,39 €/kg",https://www.carrefour.es/supermercado/trozo-de-vacuno-para-cocido-carrefour-el-mercado-250-g-aprox/R-VC4AECOMM-497188/p,https://static.carrefour.es/hd_350x_/img_pim_food/497188_00_1.jpg
Salmón en rodaja Calidad y Origen Carrefour 300 g aprox,"5,65 €","18,85 €/kg",https://www.carrefour.es/supermercado/salmon-en-rodaja-calidad-y-origen-carrefour-300-g-aprox/R-prod231114/p,https://static.carrefour.es/hd_350x_/img_pim_food/283313_00_1.jpg
Calabaza troceada ecológica Carrefour Bio 400 g,"1,99 €","4,97 €/kg",https://www.carrefour.es/supermercado/calabaza-troceada-ecologica-carrefour-bio-400-g/R-prod1000622/p,https://static.carrefour.es/hd_350x_/img_pim_food/082121_00_1.jpg
"Salchichón ibérico extra en lonchas Carrefour El Mercado 2x62,5 g","2,25 €",18 €/kg,https://www.carrefour.es/supermercado/salchichon-iberico-extra-en-lonchas-carrefour-el-mercado-2x625-g/R-VC4AECOMM-468304/p,https://static.carrefour.es/hd_350x_/img_pim_food/468304_00_1.jpg
Salchichón extra cular Carrefour al corte 300 g aprox,"4,47 €","14,90 €/kg",https://www.carrefour.es/supermercado/salchichon-extra-cular-carrefour-al-corte-300-g-aprox/R-607402569/p,https://static.carrefour.es/hd_350x_/img_pim_food/497340_00_1.jpg
Queso de cabra rulo madurado Simpl 180 g,"2,25 €","12,50 €/kg",https://www.carrefour.es/supermercado/queso-de-cabra-rulo-madurado-simpl-180-g/R-711411277/p,https://static.carrefour.es/hd_350x_/img_pim_food/427717_00_1.jpg
Jamón de pavo cocido en finas lonchas Carrefour El Mercado sin gluten 225 g,"1,79 €","7,96 €/kg",https://www.carrefour.es/supermercado/jamon-de-pavo-cocido-en-finas-lonchas-carrefour-el-mercado-sin-gluten-225-g/R-VC4AECOMM-633785/p,https://static.carrefour.es/hd_350x_/img_pim_food/633785_00_1.jpg
Tomate natural rallado con Aceite de Oliva Virgen Surinver 230 g,"1,39 €","6,04 €/kg",https://www.carrefour.es/supermercado/tomate-natural-rallado-con-aceite-de-oliva-virgen-surinver-230-g/R-prod790053/p,https://static.carrefour.es/hd_350x_/img_pim_food/990289_00_1.jpg
Ajo blanco extra de Chinchón 500 g,"3,99 €","7,98 €/kg",https://www.carrefour.es/supermercado/ajo-blanco-extra-de-chinchon-500-g/R-600709244/p,https://static.carrefour.es/hd_350x_/img_pim_food/505485_00_1.jpg
Salmón ahumado ecológico Carrefour Bio 85 g.,"4,49 €","52,82 €/kg",https://www.carrefour.es/supermercado/salmon-ahumado-ecologico-carrefour-bio-85-g/R-VC4AECOMM-713862/p,https://static.carrefour.es/hd_350x_/img_pim_food/713862_00_1.jpg
Pechuga de pollo Campofrío Finissimas sin gluten y sin lactosa 115 g.,"2,15 €","18,70 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-698585/p,https://static.carrefour.es/hd_350x_/img_pim_food/698585_00_1.jpg
Pan tostado integral Ortiz 320 g.,"2,85 €","8,91 €/kg",https://www.carrefour.es/supermercado/pan-tostado-integral-ortiz-320-g/R-521002613/p,https://static.carrefour.es/hd_350x_/img_pim_food/001630_00_1.jpg
Lazos cebra 6 ud,"3,65 €","15,21 €/kg",https://www.carrefour.es/supermercado/lazos-cebra-6-ud/R-prod273251/p,https://static.carrefour.es/hd_350x_/img_pim_food/401446_00_1.jpg
