Descripció,Preu unitari,Preu/kg,URL,Imatge
Ensalada completa César American Style Florette 200 g,"3,35 €","16,75 €/kg",https://www.carrefour.es/supermercado/ensalada-completa-cesar-american-style-florette-200-g/R-fprod1450100/p,https://static.carrefour.es/hd_350x_/img_pim_food/380766_00_1.jpg
Jamón cocido extra loncheado Ricura El Pozo sin gluten 300 g,"2,69 €","8,97 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-loncheado-ricura-el-pozo-sin-gluten-300-g/R-844300597/p,https://static.carrefour.es/hd_350x_/img_pim_food/987301_00_1.jpg
Pechuga de pavo cocida en finas lonchas Carrefour El Mercado sin gluten 225 g,"2,29 €","10,41 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-cocida-en-finas-lonchas-carrefour-el-mercado-sin-gluten-225-g/R-VC4AECOMM-050768/p,https://static.carrefour.es/hd_350x_/img_pim_food/050768_00_1.jpg
Lomo curado en lonchas extrafinas Carrefour El Mercado sin gluten 100 g,"2,85 €","28,50 €/kg",https://www.carrefour.es/supermercado/lomo-curado-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g/R-VC4AECOMM-164494/p,https://static.carrefour.es/hd_350x_/img_pim_food/164494_00_1.jpg
Jamón york el lonchas sándwich El Pozo sin gluten sin lactosa 225 g.,"2,65 €","11,78 €/kg",https://www.carrefour.es/supermercado/jamon-york-el-lonchas-sandwich-el-pozo-sin-gluten-sin-lactosa-225-g/R-VC4AECOMM-710111/p,https://static.carrefour.es/hd_350x_/img_pim_food/710111_00_1.jpg
Bacon sabor ahumado en lonchas Oscar Mayer sin gluten y sin lactosa 100 g,"1,50 €",15 €/kg,https://www.carrefour.es/supermercado/bacon-sabor-ahumado-en-lonchas-oscar-mayer-sin-gluten-y-sin-lactosa-100-g/R-VC4AECOMM-531625/p,https://static.carrefour.es/hd_350x_/img_pim_food/531625_00_1.jpg
Picos artesanos con aceite de oliva Carrefour 240 g,"1,41 €","5,87 €/kg",https://www.carrefour.es/supermercado/picos-artesanos-con-aceite-de-oliva-carrefour-240-g/R-526104397/p,https://static.carrefour.es/hd_350x_/img_pim_food/261266_00_1.jpg
Langostino cocido (30/40 ud) 500 g aprox,"5,97 €","11,95 €/kg",https://www.carrefour.es/supermercado/langostino-cocido-30-40-ud-500-g-aprox/R-530102403/p,https://static.carrefour.es/hd_350x_/img_pim_food/391617_00_1.jpg
Hueso garrón de cerdo Carrefour El Mercado 250 g aprox,1 €,4 €/kg,https://www.carrefour.es/supermercado/hueso-garron-de-cerdo-carrefour-el-mercado-250-g-aprox/R-VC4AECOMM-531801/p,https://static.carrefour.es/hd_350x_/img_pim_food/531801_00_1.jpg
Kiwi ecológico 500 g,"3,69 €","7,38 €/kg",https://www.carrefour.es/supermercado/kiwi-ecologico-500-g/R-699308899/p,https://static.carrefour.es/hd_350x_/img_pim_food/379175_00_1.jpg
Pan Burguer Goiko 150 g,"1,88 €","12,53 €/kg",https://www.carrefour.es/supermercado/pan-burguer-goiko-150-g/R-VC4AECOMM-118677/p,https://static.carrefour.es/hd_350x_/img_pim_food/118677_00_1.jpg
Galleta cookie chocolate blanco y frambuesa 1 ud.,"1,05 €","1,05 €/ud",https://www.carrefour.es/supermercado/galleta-cookie-chocolate-blanco-y-frambuesa-1-ud/R-VC4AECOMM-337537/p,https://static.carrefour.es/hd_350x_/img_pim_food/337537_00_1.jpg
Uva rosada a granel 500 g aprox,"2,49 €","4,99 €/kg",https://www.carrefour.es/supermercado/uva-rosada-a-granel-500-g-aprox/R-530067056/p,https://static.carrefour.es/hd_350x_/img_pim_food/053860_00_1.jpg
Crema de queso cheddar Président 125 g.,"2,05 €","16,40 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-cheddar-president-125-g/R-521030671/p,https://static.carrefour.es/hd_350x_/img_pim_food/619080_00_1.jpg
Bacon Ahumado Natural Carrefiur 400 g aprox,"3,45 €","11,50 €/kg",https://www.carrefour.es/supermercado/bacon-ahumado-natural-carrefiur-400-g-aprox/R-fprod1420069/p,https://static.carrefour.es/hd_350x_/img_pim_food/366727_00_1.jpg
Trucha asalmonada Círculo de Calidad 600 g aprox,"5,37 €","8,95 €/kg",https://www.carrefour.es/supermercado/trucha-asalmonada-circulo-de-calidad-600-g-aprox/R-fprod1370189/p,https://static.carrefour.es/hd_350x_/img_pim_food/349382_00_1.jpg
Entrecot de añojo Círculo de Calidad 500 g aprox,,"16,29 €/kg",https://www.carrefour.es/supermercado/entrecot-de-anojo-circulo-de-calidad-500-g-aprox/R-prod1070085/p,https://static.carrefour.es/hd_350x_/img_pim_food/126668_00_1.jpg
Mini Berlinas de azúcar Carrefour 5 ud,"1,50 €","0,30 €/ud",https://www.carrefour.es/supermercado/mini-berlinas-de-azucar-carrefour-5-ud/R-prod160151/p,https://static.carrefour.es/hd_350x_/img_pim_food/943337_00_1.jpg
Apio verde ecológico Carrefour Bio 400 g,"2,15 €","5,37 €/kg",https://www.carrefour.es/supermercado/apio-verde-ecologico-carrefour-bio-400-g/R-607902488/p,https://static.carrefour.es/hd_350x_/img_pim_food/362628_00_1.jpg
"Alas de Pollo Carrefour 1,4 kg aprox",,"3,59 €/kg",https://www.carrefour.es/supermercado/alas-de-pollo-carrefour-14-kg-aprox/R-773503949/p,https://static.carrefour.es/hd_350x_/img_pim_food/765484_00_1.jpg
Media hogaza de pan integral de trigo espelta Carrefour el Mercado 400 g,"1,94 €","4,85 €/kg",https://www.carrefour.es/supermercado/media-hogaza-de-pan-integral-de-trigo-espelta-carrefour-el-mercado-400-g/R-VC4AECOMM-516203/p,https://static.carrefour.es/hd_350x_/img_pim_food/516203_00_1.jpg
Constramuslo de pavo fileteado Carrefour 600 g aprox,"4,97 €","8,29 €/kg",https://www.carrefour.es/supermercado/constramuslo-de-pavo-fileteado-carrefour-600-g-aprox/R-prod920180/p,https://static.carrefour.es/hd_350x_/img_pim_food/039631_00_1.jpg
Ensalada pasta y rúcula Carrefour 320 g,"3,19 €","9,97 €/kg",https://www.carrefour.es/supermercado/ensalada-pasta-y-rucula-carrefour-320-g/R-844803401/p,https://static.carrefour.es/hd_350x_/img_pim_food/988651_00_1.jpg
Filetes de merluza Argentina Simpl 600 g,"4,65 €","7,75 €/kg",https://www.carrefour.es/supermercado/filetes-de-merluza-argentina-simpl-600-g/R-VC4AECOMM-516883/p,https://static.carrefour.es/hd_350x_/img_pim_food/516883_00_1.jpg
Pechuga de pavo ecológica en lonchas Carrefour Bio sin gluten 90 g,"3,59 €","39,89 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-ecologica-en-lonchas-carrefour-bio-sin-gluten-90-g/R-VC4AECOMM-625764/p,https://static.carrefour.es/hd_350x_/img_pim_food/625764_00_1.jpg
Carne de pavo para estofado Carrefour 600 g aprox,"4,55 €","7,59 €/kg",https://www.carrefour.es/supermercado/carne-de-pavo-para-estofado-carrefour-600-g-aprox/R-prod920165/p,https://static.carrefour.es/hd_350x_/img_pim_food/039569_00_1.jpg
Arándanos ecológicos 125 g,"3,09 €","24,72 €/kg",https://www.carrefour.es/supermercado/arandanos-ecologicos-125-g/R-prod240103/p,https://static.carrefour.es/hd_350x_/img_pim_food/285111_00_1.jpg
Palmera supremas Carrefour 4 ud,"3,25 €","11,61 €/kg",https://www.carrefour.es/supermercado/palmera-supremas-carrefour-4-ud/R-prod80412/p,https://static.carrefour.es/hd_350x_/img_pim_food/939011_00_1.jpg
Hogaza de pan natural 100% rebanada 500 g,"2,13 €","4,26 €/kg",https://www.carrefour.es/supermercado/hogaza-de-pan-natural-100-rebanada-500-g/R-701802680/p,https://static.carrefour.es/hd_350x_/img_pim_food/401478_00_1.jpg
Burguer brioche Lord Dani Selection 2 ud.,"1,88 €","14,46 €/kg",https://www.carrefour.es/supermercado/burguer-brioche-lord-dani-selection-2-ud/R-VC4AECOMM-306320/p,https://static.carrefour.es/hd_350x_/img_pim_food/306320_00_1.jpg
Txistorra de Navarra De Nuestra Tierra 220 g,"2,79 €","12,68 €/kg",https://www.carrefour.es/supermercado/txistorra-de-navarra-de-nuestra-tierra-220-g/R-fprod1180425/p,https://static.carrefour.es/hd_350x_/img_pim_food/227566_00_1.jpg
Filete 1ª A de tapa o Contra de añojo Círculo de Calidad 550 g aprox,,"14,45 €/kg",https://www.carrefour.es/supermercado/filete-1-a-de-tapa-o-contra-de-anojo-circulo-de-calidad-550-g-aprox/R-prod1070084/p,https://static.carrefour.es/hd_350x_/img_pim_food/126666_00_1.jpg
Queso cheddar y samsoe en dados especial ensaladas Carrefour 200 g.,"1,74 €","8,70 €/kg",https://www.carrefour.es/supermercado/queso-cheddar-y-samsoe-en-dados-especial-ensaladas-carrefour-200-g/R-521030784/p,https://static.carrefour.es/hd_350x_/img_pim_food/513736_00_1.jpg
Nabo granel 1 kg aprox,"2,49 €","2,49 €/kg",https://www.carrefour.es/supermercado/nabo-granel-1-kg-aprox/R-VC4AECOMM-254082/p,https://static.carrefour.es/hd_350x_/img_pim_food/254082_00_1.jpg
Briox trenzado especial para torrijas 600 g,"5,99 €","9,98 €/kg",https://www.carrefour.es/supermercado/briox-trenzado-especial-para-torrijas-600-g/R-prod1120113/p,https://static.carrefour.es/hd_350x_/img_pim_food/158000_00_1.jpg
Paleta curada en lonchas Carrefour El Mercado sin gluten y sin lactosa 90 g,"2,30 €","25,56 €/kg",https://www.carrefour.es/supermercado/paleta-curada-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-90-g/R-VC4AECOMM-215171/p,https://static.carrefour.es/hd_350x_/img_pim_food/215171_00_1.jpg
Hamburguesa de picaña Angus de vacuno Carrefour Selección Lord Dani 300 g,"5,29 €","17,63 €/kg",https://www.carrefour.es/supermercado/hamburguesa-de-picana-angus-de-vacuno-carrefour-seleccion-lord-dani-300-g/R-VC4AECOMM-280794/p,https://static.carrefour.es/hd_350x_/img_pim_food/280794_00_1.jpg
Empanada rectangular de atún 700 g,"5,50 €","5,50 €/ud",https://www.carrefour.es/supermercado/empanada-rectangular-de-atun-700-g/R-566001794/p,https://static.carrefour.es/hd_350x_/img_pim_food/406847_00_1.jpg
Tomate azul a granel 500 g aprox,"2,07 €","4,15 €/kg",https://www.carrefour.es/supermercado/tomate-azul-a-granel-500-g-aprox/R-prod620041/p,https://static.carrefour.es/hd_350x_/img_pim_food/841327_00_1.jpg
Queso mozzarella Galbani 150 g.,"3,49 €","23,27 €/kg",https://www.carrefour.es/supermercado/queso-mozzarella-galbani-150-g/R-526500946/p,https://static.carrefour.es/hd_350x_/img_pim_food/074917_00_1.jpg
Mini Fuet de Pavo Snack'in Campofrío 50 g,"1,65 €",33 €/kg,https://www.carrefour.es/supermercado/mini-fuet-de-pavo-snackin-campofrio-50-g/R-525888263/p,https://static.carrefour.es/hd_350x_/img_pim_food/699362_00_1.jpg
Filetes de centro de lomo de cerdo 540 g aprox,"3,72 €","6,89 €/kg",https://www.carrefour.es/supermercado/filetes-de-centro-de-lomo-de-cerdo-540-g-aprox/R-521032953/p,https://static.carrefour.es/hd_350x_/img_pim_food/047332_00_1.jpg
Mini Medias Noches Carrefour 255 g,"1,99 €","7,80 €/kg",https://www.carrefour.es/supermercado/mini-medias-noches-carrefour-255-g/R-538003196/p,https://static.carrefour.es/hd_350x_/img_pim_food/147925_00_1.jpg
"Chorizo de Pamplona en lonchas Carrefour El Mercado 2x112,5 g","2,25 €",10 €/kg,https://www.carrefour.es/supermercado/chorizo-de-pamplona-en-lonchas-carrefour-el-mercado-2x1125-g/R-VC4AECOMM-084413/p,https://static.carrefour.es/hd_350x_/img_pim_food/084413_00_1.jpg
Queso fresco de cabra Campolindo 250 g,"3,05 €","12,20 €/kg",https://www.carrefour.es/supermercado/queso-fresco-de-cabra-campolindo-250-g/R-VC4AECOMM-480061/p,https://static.carrefour.es/hd_350x_/img_pim_food/480061_00_1.jpg
Carpaccio de vacuno ecológico Carrefour Bio 120 g,"3,85 €","32,08 €/kg",https://www.carrefour.es/supermercado/carpaccio-de-vacuno-ecologico-carrefour-bio-120-g/R-VC4AECOMM-477312/p,https://static.carrefour.es/hd_350x_/img_pim_food/477312_00_1.jpg
Leche fermentada pro+ sabor stracciatella Lindahls 160 g.,"1,35 €","8,44 €/kg",https://www.carrefour.es/supermercado/leche-fermentada-pro-sabor-stracciatella-lindahls-160-g/R-prod1160056/p,https://static.carrefour.es/hd_350x_/img_pim_food/205550_00_1.jpg
Ajo ecológico Carrefour Bio a granel 200 g aprox,"2,04 €","10,19 €/kg",https://www.carrefour.es/supermercado/ajo-ecologico-carrefour-bio-a-granel-200-g-aprox/R-fprod1290082/p,https://static.carrefour.es/hd_350x_/img_pim_food/332219_00_1.jpg
Calçots manojo de 1 Kg,"4,99 €","4,99 €/ud",https://www.carrefour.es/supermercado/calcots-manojo-de-1-kg/R-530067052/p,https://static.carrefour.es/hd_350x_/img_pim_food/053851_00_1.jpg
Champiñon laminado Carrefour Bio 300 g aprox,"2,98 €","9,95 €/kg",https://www.carrefour.es/supermercado/champinon-laminado-carrefour-bio-300-g-aprox/R-fprod1220113/p,https://static.carrefour.es/hd_350x_/img_pim_food/271620_00_1.jpg
Salchichón extra en lonchas Carrefour El Mercado 2x120 g,"2,25 €","9,37 €/kg",https://www.carrefour.es/supermercado/salchichon-extra-en-lonchas-carrefour-el-mercado-2x120-g/R-VC4AECOMM-248781/p,https://static.carrefour.es/hd_350x_/img_pim_food/248781_00_1.jpg
Zanahoria rallada Carrefour El Mercado 150 g,"0,96 €","6,40 €/kg",https://www.carrefour.es/supermercado/zanahoria-rallada-carrefour-el-mercado-150-g/R-529916711/p,https://static.carrefour.es/hd_350x_/img_pim_food/522036_00_1.jpg
Cake Natur Carrefour El Mercado 550 g,"2,95 €","5,36 €/kg",https://www.carrefour.es/supermercado/cake-natur-carrefour-el-mercado-550-g/R-prod130034/p,https://static.carrefour.es/hd_350x_/img_pim_food/229772_00_1.jpg
Queso de vaca Havarti de barra en lonchas Arla 220 g aprox,"3,77 €","17,15 €/kg",https://www.carrefour.es/supermercado/queso-de-vaca-havarti-de-barra-en-lonchas-arla-220-g-aprox/R-698102545/p,https://static.carrefour.es/hd_350x_/img_pim_food/099490_00_1.jpg
Mortadela estilo Italiana en lonchas Carrefour El Mercado sin gluten y sin lactosa 150 g,"1,89 €","12,60 €/kg",https://www.carrefour.es/supermercado/mortadela-estilo-italiana-en-lonchas-carrefour-el-mercado-sin-gluten-y-sin-lactosa-150-g/R-VC4AECOMM-242921/p,https://static.carrefour.es/hd_350x_/img_pim_food/242921_00_1.jpg
Salchichas BIG pollo El Pozo sin gluten pack de 3 unidades de 200 g.,"2,50 €","4,17 €/kg",https://www.carrefour.es/supermercado/salchichas-big-pollo-el-pozo-sin-gluten-pack-de-3-unidades-de-200-g/R-823352275/p,https://static.carrefour.es/hd_350x_/img_pim_food/910814_00_1.jpg
Endivia Carrefour 450 g,"1,75 €","3,89 €/kg",https://www.carrefour.es/supermercado/endivia-carrefour-450-g/R-VC4AECOMM-436933/p,https://static.carrefour.es/hd_350x_/img_pim_food/436933_00_1.jpg
Fiambre de Pechuga de Pavo para Sándwich en lonchas El Pozo sin gluten 270 g,"1,99 €","7,37 €/kg",https://www.carrefour.es/supermercado/fiambre-de-pechuga-de-pavo-para-sandwich-en-lonchas-el-pozo-sin-gluten-270-g/R-VC4AECOMM-711211/p,https://static.carrefour.es/hd_350x_/img_pim_food/711211_00_1.jpg
Lomos de merluza Carrefour Extra 400 g,"4,25 €","10,62 €/kg",https://www.carrefour.es/supermercado/lomos-de-merluza-carrefour-extra-400-g/R-VC4AECOMM-516856/p,https://static.carrefour.es/hd_350x_/img_pim_food/516856_00_1.jpg
Queso rallado emmental Especial pastas Président 150 g.,"3,39 €","22,60 €/kg",https://www.carrefour.es/supermercado/queso-rallado-emmental-especial-pastas-president-150-g/R-521030776/p,https://static.carrefour.es/hd_350x_/img_pim_food/053192_00_1.jpg
Queso fresco Campolindo 250 g,"1,89 €","7,56 €/kg",https://www.carrefour.es/supermercado/queso-fresco-campolindo-250-g/R-VC4AECOMM-480055/p,https://static.carrefour.es/hd_350x_/img_pim_food/480055_00_1.jpg
Mortadela ibérica Legado El Pozo 180 g aprox,"1,72 €","9,55 €/kg",https://www.carrefour.es/supermercado/mortadela-iberica-legado-el-pozo-180-g-aprox/R-615401890/p,https://static.carrefour.es/hd_350x_/img_pim_food/703449_00_1.jpg
Fiambre de pechuga de pollo Campofrío sin gluten sin lactosa 80 g.,"0,99 €","12,37 €/kg",https://www.carrefour.es/supermercado/fiambre-de-pechuga-de-pollo-campofrio-sin-gluten-sin-lactosa-80-g/R-VC4AECOMM-695945/p,https://static.carrefour.es/hd_350x_/img_pim_food/695945_00_1.jpg
Pechuga de pavo reducida en sal en lonchas extrafinas Carrefour El Mercado sin gluten 100 g,"2,69 €","26,90 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-reducida-en-sal-en-lonchas-extrafinas-carrefour-el-mercado-sin-gluten-100-g/R-VC4AECOMM-164431/p,https://static.carrefour.es/hd_350x_/img_pim_food/164431_00_1.jpg
Butifarra fresca extra de cerdo enrollada Carrefour 700 g,"3,89 €","5,56 €/kg",https://www.carrefour.es/supermercado/butifarra-fresca-extra-de-cerdo-enrollada-carrefour-700-g/R-VC4AECOMM-550788/p,https://static.carrefour.es/hd_350x_/img_pim_food/550788_00_1.jpg
Rosquillas fritas 400 g,"4,49 €","11,22 €/kg",https://www.carrefour.es/supermercado/rosquillas-fritas-400-g/R-607402849/p,https://static.carrefour.es/hd_350x_/img_pim_food/560182_00_1.jpg
Preparado de carne picada de vacuno Círculo de Calidad 400 g,"5,19 €","12,97 €/kg",https://www.carrefour.es/supermercado/preparado-de-carne-picada-de-vacuno-circulo-de-calidad-400-g/R-prod1070062/p,https://static.carrefour.es/hd_350x_/img_pim_food/126715_00_1.jpg
Cebolla blanca Carrefour 500 g,"1,79 €","3,58 €/kg",https://www.carrefour.es/supermercado/cebolla-blanca-carrefour-500-g/R-521032278/p,https://static.carrefour.es/hd_350x_/img_pim_food/795904_00_1.jpg
Queso fundido en porciones light La Vaca Que Ríe sin gluten 375 g.,"4,09 €","10,91 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-porciones-light-la-vaca-que-rie-sin-gluten-375-g/R-674001751/p,https://static.carrefour.es/hd_350x_/img_pim_food/011464_00_1.jpg
Paleta de Cebo Ibérica 50% Raza Ibérica en lonchas IberSierra sin gluten y sin lactosa 100 g,"6,79 €","67,90 €/kg",https://www.carrefour.es/supermercado/paleta-de-cebo-iberica-50-raza-iberica-en-lonchas-ibersierra-sin-gluten-y-sin-lactosa-100-g/R-VC4AECOMM-694999/p,https://static.carrefour.es/hd_350x_/img_pim_food/694999_00_1.jpg
Filete 1ª A de Cadera o Babilla de Añojo Círculo de Calidad 550 g aprox,,"14,45 €/kg",https://www.carrefour.es/supermercado/filete-1-a-de-cadera-o-babilla-de-anojo-circulo-de-calidad-550-g-aprox/R-prod1070081/p,https://static.carrefour.es/hd_350x_/img_pim_food/126608_00_1.jpg
Solomillo de pollo empanado Carrefour El Mercado 300 g aprox,"2,55 €","8,49 €/kg",https://www.carrefour.es/supermercado/solomillo-de-pollo-empanado-carrefour-el-mercado-300-g-aprox/R-VC4AECOMM-367035/p,https://static.carrefour.es/hd_350x_/img_pim_food/367035_00_1.jpg
Bacon cocido ahumado lonchas corte fresco El Pozo sin gluten sin lactosa 150 g.,"2,69 €","17,93 €/kg",https://www.carrefour.es/supermercado/bacon-cocido-ahumado-lonchas-corte-fresco-el-pozo-sin-gluten-sin-lactosa-150-g/R-VC4AECOMM-710953/p,https://static.carrefour.es/hd_350x_/img_pim_food/710953_00_1.jpg
Lomo Embuchado Salamanca Carrefour taco de 400 g aprox,,18 €/kg,https://www.carrefour.es/supermercado/lomo-embuchado-salamanca-carrefour-taco-de-400-g-aprox/R-536500283/p,https://static.carrefour.es/hd_350x_/img_pim_food/199110_00_1.jpg
Manzana reineta verde a granel 1 Kg aprox,"2,55 €","2,55 €/kg",https://www.carrefour.es/supermercado/manzana-reineta-verde-a-granel-1-kg-aprox/R-553703190/p,https://static.carrefour.es/hd_350x_/img_pim_food/035644_00_1.jpg
Brócoli ecológico Carrefour Bio 350 g,"2,35 €","2,35 €/ud",https://www.carrefour.es/supermercado/brocoli-ecologico-carrefour-bio-350-g/R-597201489/p,https://static.carrefour.es/hd_350x_/img_pim_food/038262_00_1.jpg
Bimi 200 g,"2,05 €","10,25 €/kg",https://www.carrefour.es/supermercado/bimi-200-g/R-841600622/p,https://static.carrefour.es/hd_350x_/img_pim_food/794390_00_1.jpg
Cilantro  manojo de 100 g,"1,59 €","15,90 €/kg",https://www.carrefour.es/supermercado/cilantro-manojo-de-100-g/R-804523465/p,https://static.carrefour.es/hd_350x_/img_pim_food/917301_00_1.jpg
Carcasa de pollo Carrefour 800 g aprox,"0,95 €","1,19 €/kg",https://www.carrefour.es/supermercado/carcasa-de-pollo-carrefour-800-g-aprox/R-prod280997/p,https://static.carrefour.es/hd_350x_/img_pim_food/163053_00_1.jpg
Chorizo picante extra sarta Palacios 250 g.,"4,35 €","17,40 €/kg",https://www.carrefour.es/supermercado/chorizo-picante-extra-sarta-palacios-250-g/R-VC4AECOMM-709407/p,https://static.carrefour.es/hd_350x_/img_pim_food/709407_00_1.jpg
Chorizo extra curado Revilla al corte 250 g aprox,"4,20 €","16,79 €/kg",https://www.carrefour.es/supermercado/chorizo-extra-curado-revilla-al-corte-250-g-aprox/R-609800544/p,https://static.carrefour.es/hd_350x_/img_pim_food/003817_00_1.jpg
